area_type,location,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Anandapura,1167.0,2.0,1.0,43.76,2
Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2
Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.79,2
Plot  Area,Anandapura,1200.0,2.0,1.0,67.0,2
Plot  Area,Anandapura,1200.0,2.0,1.0,58.0,2
Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.1,2
Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.75,2
Plot  Area,Anandapura,900.0,2.0,0.0,48.0,2
Plot  Area,Anandapura,1749.0,4.0,0.0,90.0,4
Super built-up  Area,Anandapura,1151.0,2.0,1.0,42.9,2
Built-up  Area,Anandapura,1250.0,2.0,2.0,45.0,2
Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.16,2
Built-up  Area,Anandapura,1200.0,2.0,0.0,58.0,2
Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3
Plot  Area,Anandapura,1415.0,2.0,1.0,74.0,3
Super built-up  Area,Anandapura,1200.0,2.0,1.0,50.0,2
Super built-up  Area,Anandapura,1141.0,2.0,1.0,50.0,2
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2
Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2
Super built-up  Area,Ananth Nagar,500.0,2.0,2.0,14.0,1
Super built-up  Area,Ananth Nagar,900.0,2.0,2.0,22.5,2
Super built-up  Area,Ananth Nagar,908.0,2.0,1.0,26.0,2
Super built-up  Area,Ananth Nagar,870.0,2.0,2.0,36.0,2
Super built-up  Area,Ananth Nagar,937.0,2.0,1.0,35.0,2
Built-up  Area,Ananth Nagar,960.0,2.0,3.0,37.0,2
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2
Built-up  Area,Ananth Nagar,850.0,2.0,1.0,25.99,2
Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2
Built-up  Area,Ananth Nagar,1470.0,3.0,2.0,54.0,3
Built-up  Area,Ananth Nagar,810.0,2.0,1.0,25.5,2
Super built-up  Area,Ananth Nagar,890.0,2.0,1.0,27.0,2
Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,36.0,2
Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,42.0,3
Super built-up  Area,Ananth Nagar,1000.0,2.0,3.0,25.0,2
Super built-up  Area,Ananth Nagar,902.0,2.0,2.0,25.0,2
Super built-up  Area,Ananth Nagar,930.0,2.0,1.0,25.99,2
Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2
Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
Super built-up  Area,Ananth Nagar,1010.0,2.0,2.0,38.0,2
Super built-up  Area,Ananth Nagar,992.0,2.0,2.0,24.8,2
Super built-up  Area,Anekal,656.0,2.0,1.0,22.0,2
Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2
Super built-up  Area,Anekal,600.0,1.0,1.0,16.5,1
Super built-up  Area,Anekal,925.0,2.0,1.0,40.0,2
Super built-up  Area,Anekal,530.0,1.0,1.0,18.0,1
Plot  Area,Anekal,1800.0,3.0,2.0,68.0,3
Built-up  Area,Anekal,351.0,1.0,1.0,16.0,1
Super built-up  Area,Anekal,1035.0,2.0,2.0,38.3,2
Super built-up  Area,Anekal,888.0,2.0,1.0,34.0,2
Plot  Area,Anekal,1200.0,2.0,1.0,36.0,4
Super built-up  Area,Anekal,766.0,2.0,2.0,28.0,2
Built-up  Area,Anekal,967.0,2.0,1.0,45.0,3
Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2
Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3
Built-up  Area,Anekal,400.0,1.0,1.0,11.5,1
Super built-up  Area,Anekal,456.0,1.0,1.0,15.0,1
Plot  Area,Anekal,2400.0,4.0,0.0,95.0,3
Built-up  Area,Anekal,420.0,1.0,1.0,12.5,1
Super built-up  Area,Anekal,614.0,1.0,1.0,28.0,2
Super built-up  Area,Anekal,1140.0,2.0,2.0,52.0,2
Super built-up  Area,Anekal,625.0,1.0,1.0,25.0,2
Built-up  Area,Anjanapura,1850.0,4.0,2.0,86.0,4
Super built-up  Area,Anjanapura,1070.0,2.0,2.0,39.0,2
Plot  Area,Anjanapura,1500.0,3.0,1.0,121.0,3
Super built-up  Area,Anjanapura,1070.0,2.0,2.0,37.0,2
Super built-up  Area,Anjanapura,950.0,2.0,1.0,40.0,2
Built-up  Area,Anjanapura,1280.0,2.0,2.0,45.0,3
Super built-up  Area,Anjanapura,710.0,2.0,0.0,25.0,2
Built-up  Area,Anjanapura,950.0,2.0,0.0,32.0,2
Super built-up  Area,Anjanapura,1800.0,4.0,2.0,55.0,4
Super built-up  Area,Anjanapura,1843.0,3.0,1.0,87.54,3
Super built-up  Area,Anjanapura,1076.0,2.0,1.0,30.13,2
Built-up  Area,Anjanapura,950.0,2.0,0.0,30.0,2
Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3
Built-up  Area,Ardendale,3198.0,4.0,3.0,200.0,4
Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4
Super built-up  Area,Ardendale,1750.0,3.0,3.0,100.0,3
Plot  Area,Ardendale,3200.0,4.0,1.0,205.0,4
Super built-up  Area,Ardendale,1728.0,3.0,2.0,95.0,3
Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4
Super built-up  Area,Ardendale,1732.46,3.0,2.0,92.0,3
Super built-up  Area,Ardendale,2062.0,3.0,2.0,150.0,4
Super built-up  Area,Ardendale,1224.0,2.0,2.0,70.0,2
Super built-up  Area,Ardendale,1777.26,3.0,2.0,105.0,3
Super built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3
Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4
Built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3
Super built-up  Area,Ardendale,1224.0,2.0,2.0,67.0,2
Super built-up  Area,Ardendale,1723.0,3.0,2.0,95.0,3
Super built-up  Area,Ardendale,1777.26,3.0,2.0,89.0,3
Super built-up  Area,Ardendale,1777.26,3.0,2.0,92.0,3
Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3
Built-up  Area,Arekere,920.0,2.0,1.0,40.0,2
Built-up  Area,Arekere,1740.0,2.0,2.0,95.0,3
Built-up  Area,Arekere,1190.0,2.0,2.0,55.0,2
Built-up  Area,Arekere,600.0,1.0,1.0,28.0,1
Super built-up  Area,Arekere,2072.0,3.0,2.0,108.0,3
Super built-up  Area,Arekere,1100.0,2.0,2.0,55.0,2
Super built-up  Area,Arekere,900.0,2.0,3.0,50.0,2
Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2
Super built-up  Area,Arekere,900.0,2.0,1.0,44.5,2
Super built-up  Area,Attibele,450.0,1.0,1.0,11.0,1
Built-up  Area,Attibele,1600.0,4.0,0.0,52.8,4
Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
Built-up  Area,Attibele,400.0,1.0,1.0,11.0,1
Built-up  Area,Attibele,400.0,1.0,1.0,12.0,1
Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1
Super built-up  Area,Attibele,500.0,1.0,1.0,17.0,1
Plot  Area,Attibele,2168.0,4.0,2.0,95.0,4
Built-up  Area,Attibele,395.0,1.0,1.0,10.25,1
Built-up  Area,Attibele,420.0,1.0,1.0,17.0,1
Built-up  Area,Attibele,418.0,1.0,1.0,12.0,1
Built-up  Area,Attibele,1200.0,2.0,2.0,42.0,2
Super built-up  Area,Attibele,400.0,1.0,1.0,10.0,1
Super built-up  Area,Attibele,695.0,1.0,1.0,25.0,2
Super built-up  Area,Attibele,850.0,1.0,1.0,25.0,2
Built-up  Area,Attibele,2400.0,3.0,3.0,120.0,3
Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1
Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1
Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
Built-up  Area,Attibele,400.0,1.0,1.0,11.5,1
Carpet  Area,Attibele,460.0,1.0,1.0,13.0,1
Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1
Plot  Area,Attibele,1000.0,2.0,1.0,42.0,2
Super built-up  Area,Attibele,550.0,1.0,1.0,11.5,1
Built-up  Area,Attibele,410.0,1.0,1.0,10.0,1
Plot  Area,Attibele,1700.0,3.0,1.0,65.0,3
Super built-up  Area,Attibele,400.0,1.0,1.0,10.25,1
Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
Plot  Area,Attibele,1500.0,3.0,2.0,90.0,3
Built-up  Area,Attibele,520.0,1.0,1.0,15.0,1
Super built-up  Area,BEML Layout,1060.0,2.0,1.0,55.0,2
Built-up  Area,BEML Layout,999.0,2.0,3.0,45.0,2
Plot  Area,BEML Layout,2400.0,4.0,1.0,225.0,5
Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2
Super built-up  Area,BEML Layout,1200.0,2.0,2.0,67.0,2
Plot  Area,BEML Layout,2400.0,2.0,1.0,228.0,2
Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2
Plot  Area,BTM 1st Stage,375.0,1.0,0.0,40.0,1
Super built-up  Area,BTM 1st Stage,1717.0,3.0,2.0,200.0,3
Carpet  Area,BTM 2nd Stage,950.0,2.0,1.0,52.0,2
Built-up  Area,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3
Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2
Super built-up  Area,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2
Super built-up  Area,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2
Built-up  Area,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2
Built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2
Super built-up  Area,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2
Plot  Area,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5
Super built-up  Area,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2
Super built-up  Area,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3
Super built-up  Area,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3
Plot  Area,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
Super built-up  Area,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
Super built-up  Area,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2
Built-up  Area,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
Super built-up  Area,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2
Super built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2
Super built-up  Area,BTM 2nd Stage,930.0,2.0,2.0,46.0,2
Super built-up  Area,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3
Super built-up  Area,BTM Layout,1150.0,2.0,2.0,63.0,2
Built-up  Area,BTM Layout,3300.0,6.0,3.0,165.0,6
Built-up  Area,BTM Layout,1450.0,2.0,2.0,81.0,3
Super built-up  Area,BTM Layout,1776.0,2.0,3.0,75.0,3
Super built-up  Area,BTM Layout,1458.0,3.0,2.0,79.0,3
Built-up  Area,BTM Layout,935.0,2.0,1.0,51.5,2
Super built-up  Area,BTM Layout,1020.0,2.0,1.0,46.5,2
Super built-up  Area,BTM Layout,1600.0,3.0,2.0,112.0,3
Built-up  Area,BTM Layout,1300.0,2.0,1.0,75.0,3
Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3
Super built-up  Area,BTM Layout,450.0,1.0,1.0,20.0,1
Super built-up  Area,BTM Layout,1196.0,2.0,2.0,56.81,2
Super built-up  Area,BTM Layout,1470.0,2.0,2.0,99.0,3
Super built-up  Area,Babusapalaya,1611.0,2.0,2.0,66.0,3
Super built-up  Area,Babusapalaya,1675.0,3.0,3.0,75.0,3
Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,46.0,2
Built-up  Area,Babusapalaya,1500.0,2.0,2.0,57.0,2
Super built-up  Area,Babusapalaya,1050.0,2.0,3.0,45.0,2
Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,45.9,2
Super built-up  Area,Babusapalaya,1230.0,3.0,3.0,53.0,3
Built-up  Area,Babusapalaya,1105.0,2.0,1.0,40.0,2
Super built-up  Area,Babusapalaya,1410.0,2.0,3.0,65.0,3
Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2
Super built-up  Area,Babusapalaya,1100.0,2.0,2.0,38.0,2
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,33.84,2
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,34.0,2
Super built-up  Area,Babusapalaya,1245.0,2.0,2.0,58.0,2
Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
Super built-up  Area,Balagere,1210.0,2.0,1.0,80.9,2
Super built-up  Area,Balagere,1210.0,2.0,1.0,72.0,2
Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2
Super built-up  Area,Balagere,790.5,1.0,0.0,41.9,1
Super built-up  Area,Balagere,1020.07,2.0,1.0,68.38,2
Super built-up  Area,Balagere,1205.47,2.0,1.0,81.0,2
Super built-up  Area,Balagere,1007.0,2.0,1.0,65.0,2
Super built-up  Area,Balagere,1210.0,2.0,1.0,74.0,2
Super built-up  Area,Balagere,1210.0,2.0,1.0,83.0,2
Built-up  Area,Balagere,675.0,1.0,1.0,45.0,1
Super built-up  Area,Balagere,656.0,1.0,1.0,43.0,1
Super built-up  Area,Balagere,1012.0,2.0,1.0,64.0,2
Super built-up  Area,Balagere,1007.0,2.0,1.0,62.0,2
Built-up  Area,Balagere,1007.0,2.0,1.0,67.0,2
Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2
Super built-up  Area,Balagere,645.0,1.0,1.0,34.18,1
Super built-up  Area,Balagere,790.5,1.0,0.0,42.295,1
Super built-up  Area,Balagere,1012.0,2.0,1.0,65.0,2
Super built-up  Area,Balagere,656.0,1.0,1.0,38.77,1
Super built-up  Area,Balagere,645.0,1.0,1.0,39.0,1
Built-up  Area,Balagere,645.0,1.0,1.0,41.0,1
Super built-up  Area,Balagere,1210.0,2.0,1.0,82.0,2
Super built-up  Area,Balagere,656.0,1.0,1.0,34.77,1
Super built-up  Area,Balagere,1205.0,2.0,1.0,73.87,2
Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2
Super built-up  Area,Balagere,1007.0,2.0,1.0,68.0,2
Super built-up  Area,Balagere,1205.0,2.0,1.0,79.0,2
Built-up  Area,Balagere,1012.0,2.0,1.0,68.0,2
Super built-up  Area,Banashankari,1077.0,2.0,2.0,37.64,2
Super built-up  Area,Banashankari,1470.0,2.0,1.0,88.64,3
Built-up  Area,Banashankari,1300.0,2.0,2.0,75.0,3
Super built-up  Area,Banashankari,1800.0,3.0,2.0,115.0,3
Built-up  Area,Banashankari,1125.0,2.0,1.0,63.0,2
Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.0,2
Super built-up  Area,Banashankari,2600.0,4.0,1.0,135.0,3
Super built-up  Area,Banashankari,1900.0,2.0,1.0,170.0,3
Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
Super built-up  Area,Banashankari,1170.0,2.0,2.0,46.79,2
Built-up  Area,Banashankari,1350.0,2.0,0.0,83.0,3
Super built-up  Area,Banashankari,1330.0,2.0,1.0,78.0,2
Super built-up  Area,Banashankari,1400.0,2.0,1.0,78.0,3
Super built-up  Area,Banashankari,1700.0,3.0,2.0,125.0,3
Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
Super built-up  Area,Banashankari,1600.0,2.0,1.0,63.98,2
Super built-up  Area,Banashankari,1041.0,2.0,1.0,36.44,2
Super built-up  Area,Banashankari,2400.0,1.0,1.0,200.0,1
Super built-up  Area,Banashankari,1390.0,2.0,2.0,86.0,2
Super built-up  Area,Banashankari,1460.0,2.0,3.0,70.0,2
Super built-up  Area,Banashankari,1200.0,2.0,1.0,60.0,2
Super built-up  Area,Banashankari,1290.0,2.0,2.0,80.0,2
Built-up  Area,Banashankari,1186.0,2.0,3.0,65.0,2
Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
Super built-up  Area,Banashankari,1181.0,2.0,1.0,75.0,2
Super built-up  Area,Banashankari,1105.0,2.0,2.0,90.0,2
Super built-up  Area,Banashankari,720.0,1.0,1.0,60.0,1
Super built-up  Area,Banashankari,1040.0,2.0,3.0,45.0,2
Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2
Super built-up  Area,Banashankari,1200.0,2.0,3.0,49.0,2
Super built-up  Area,Banashankari,1185.0,2.0,2.0,67.0,2
Super built-up  Area,Banashankari,1000.0,2.0,1.0,50.0,2
Super built-up  Area,Banashankari,1650.0,3.0,2.0,90.75,3
Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.43,2
Built-up  Area,Banashankari,600.0,1.0,0.0,27.0,2
Super built-up  Area,Banashankari,1430.0,2.0,2.0,87.8,2
Super built-up  Area,Banashankari,1020.0,2.0,1.0,42.83,2
Built-up  Area,Banashankari,1540.0,3.0,3.0,80.0,3
Super built-up  Area,Banashankari,1683.0,3.0,2.0,115.0,3
Built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
Super built-up  Area,Banashankari,1175.0,2.0,1.0,41.13,2
Super built-up  Area,Banashankari,1450.0,2.0,2.0,50.75,2
Super built-up  Area,Banashankari,1770.0,3.0,3.0,108.0,3
Super built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
Super built-up  Area,Banashankari,1200.0,3.0,2.0,74.52,3
Super built-up  Area,Banashankari,1100.0,2.0,1.0,63.0,2
Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
Super built-up  Area,Banashankari,1426.0,3.0,2.0,85.0,3
Super built-up  Area,Banashankari Stage II,1700.0,2.0,2.0,150.0,2
Plot  Area,Banashankari Stage II,1200.0,2.0,1.0,150.0,4
Super built-up  Area,Banashankari Stage II,1500.0,2.0,1.0,120.0,3
Plot  Area,Banashankari Stage II,2400.0,3.0,2.0,510.0,5
Super built-up  Area,Banashankari Stage II,1240.0,2.0,2.0,59.52,3
Built-up  Area,Banashankari Stage II,1250.0,2.0,2.0,110.0,2
Super built-up  Area,Banashankari Stage II,1260.0,2.0,1.0,95.0,3
Plot  Area,Banashankari Stage II,2400.0,2.0,2.0,300.0,3
Super built-up  Area,Banashankari Stage II,1400.0,2.0,1.0,100.0,2
Super built-up  Area,Banashankari Stage II,2800.0,3.0,2.0,425.0,5
Built-up  Area,Banashankari Stage II,3000.0,3.0,2.0,450.0,3
Built-up  Area,Banashankari Stage II,1200.0,2.0,1.0,198.0,3
Super built-up  Area,Banashankari Stage II,1245.0,2.0,1.0,125.0,2
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
Super built-up  Area,Banashankari Stage III,1145.0,2.0,3.0,58.4,2
Super built-up  Area,Banashankari Stage III,1650.0,3.0,2.0,118.0,3
Plot  Area,Banashankari Stage III,2400.0,4.0,1.0,240.0,4
Super built-up  Area,Banashankari Stage III,1350.0,2.0,2.0,68.0,3
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,60.0,3
Super built-up  Area,Banashankari Stage III,1200.0,2.0,0.0,42.0,2
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
Super built-up  Area,Banashankari Stage III,1480.0,3.0,1.0,75.48,3
Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
Built-up  Area,Banashankari Stage III,1304.0,2.0,0.0,111.0,2
Built-up  Area,Banashankari Stage III,3000.0,6.0,2.0,150.0,6
Super built-up  Area,Banashankari Stage III,1085.0,2.0,1.0,50.0,2
Super built-up  Area,Banashankari Stage III,1500.0,2.0,2.0,100.0,3
Built-up  Area,Banashankari Stage III,2100.0,3.0,1.0,147.0,4
Super built-up  Area,Banashankari Stage III,1420.0,2.0,2.0,95.0,3
Super built-up  Area,Banashankari Stage V,1300.0,2.0,1.0,58.5,3
Super built-up  Area,Banashankari Stage V,1305.0,2.0,2.0,49.0,3
Super built-up  Area,Banashankari Stage V,1035.0,2.0,2.0,35.77,2
Super built-up  Area,Banashankari Stage V,1355.0,2.0,1.0,61.0,3
Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
Super built-up  Area,Banashankari Stage V,1650.0,3.0,2.0,51.98,3
Super built-up  Area,Banashankari Stage V,1630.0,3.0,2.0,51.35,3
Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
Super built-up  Area,Banashankari Stage V,1315.0,2.0,2.0,49.0,3
Super built-up  Area,Banashankari Stage V,1540.0,3.0,2.0,48.51,3
Super built-up  Area,Banashankari Stage V,920.0,2.0,1.0,41.5,2
Super built-up  Area,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2
Built-up  Area,Banashankari Stage VI,4800.0,4.0,3.0,190.0,4
Plot  Area,Banashankari Stage VI,2800.0,4.0,2.0,89.0,4
Plot  Area,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4
Super built-up  Area,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2
Super built-up  Area,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
Super built-up  Area,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3
Super built-up  Area,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3
Super built-up  Area,Banashankari Stage VI,1410.5,2.0,0.0,70.385,3
Plot  Area,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4
Super built-up  Area,Banaswadi,1184.0,2.0,3.0,53.0,2
Super built-up  Area,Banaswadi,1145.0,2.0,2.0,55.0,2
Super built-up  Area,Banaswadi,1250.0,2.0,0.0,60.0,2
Super built-up  Area,Banaswadi,1365.0,2.0,2.0,73.0,2
Plot  Area,Banaswadi,1903.0,6.0,2.0,140.0,5
Super built-up  Area,Banaswadi,1222.0,2.0,2.0,80.0,2
Super built-up  Area,Banaswadi,870.0,2.0,2.0,38.0,2
Super built-up  Area,Banaswadi,1200.0,2.0,3.0,60.0,2
Super built-up  Area,Banaswadi,527.0,1.0,0.0,35.0,1
Super built-up  Area,Banaswadi,1340.0,2.0,2.0,73.0,2
Super built-up  Area,Banaswadi,1008.0,2.0,2.0,52.0,2
Built-up  Area,Banaswadi,1105.0,2.0,2.0,57.0,2
Plot  Area,Banjara Layout,1200.0,2.0,2.0,70.0,2
Built-up  Area,Banjara Layout,1050.0,2.0,1.0,64.8,2
Plot  Area,Banjara Layout,753.0,3.0,3.0,59.5,2
Plot  Area,Banjara Layout,2500.0,4.0,0.0,140.0,3
Super built-up  Area,Bannerghatta,1665.0,3.0,3.0,110.0,3
Super built-up  Area,Bannerghatta,2370.0,4.0,2.0,195.0,3
Super built-up  Area,Bannerghatta,1100.0,2.0,1.0,66.0,2
Super built-up  Area,Bannerghatta,2895.5,2.0,2.0,246.0,4
Super built-up  Area,Bannerghatta,1113.0,2.0,1.0,70.0,2
Super built-up  Area,Bannerghatta,1200.0,2.0,2.0,73.2,2
Super built-up  Area,Bannerghatta,1070.0,2.0,1.0,87.0,2
Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,124.0,3
Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,150.0,3
Built-up  Area,Bannerghatta Road,500.0,1.0,1.0,18.5,1
Super built-up  Area,Bannerghatta Road,1050.0,2.0,1.0,65.0,2
Super built-up  Area,Bannerghatta Road,1170.0,2.0,1.0,66.0,3
Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,33.32,1
Carpet  Area,Bannerghatta Road,1445.0,3.0,2.0,95.0,3
Super built-up  Area,Bannerghatta Road,1640.0,2.0,1.0,120.0,3
Super built-up  Area,Bannerghatta Road,1460.0,2.0,1.0,90.0,3
Super built-up  Area,Bannerghatta Road,1179.0,2.0,1.0,66.02,2
Super built-up  Area,Bannerghatta Road,1122.5,2.0,0.0,58.935,2
Built-up  Area,Bannerghatta Road,793.0,2.0,1.0,45.0,2
Super built-up  Area,Bannerghatta Road,1400.0,2.0,2.0,78.0,2
Built-up  Area,Bannerghatta Road,1215.0,2.0,0.0,50.0,2
Super built-up  Area,Bannerghatta Road,1654.0,3.0,2.0,100.0,3
Built-up  Area,Bannerghatta Road,1181.0,2.0,0.0,55.0,2
Super built-up  Area,Bannerghatta Road,1200.0,2.0,2.0,75.0,2
Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,31.83,1
Super built-up  Area,Bannerghatta Road,1105.0,2.0,1.0,51.0,2
Super built-up  Area,Bannerghatta Road,1255.0,2.0,2.0,65.26,2
Super built-up  Area,Bannerghatta Road,1550.0,3.0,2.0,82.0,3
Super built-up  Area,Bannerghatta Road,1650.0,3.0,2.0,122.0,3
Built-up  Area,Bannerghatta Road,912.0,2.0,1.0,55.0,2
Super built-up  Area,Bannerghatta Road,1218.0,2.0,1.0,73.0,2
Super built-up  Area,Bannerghatta Road,1115.0,2.0,1.0,65.12,2
Super built-up  Area,Bannerghatta Road,1893.0,3.0,2.0,100.0,3
Built-up  Area,Bannerghatta Road,1600.0,3.0,2.0,95.0,3
Super built-up  Area,Bannerghatta Road,1275.0,2.0,2.0,65.0,2
Super built-up  Area,Bannerghatta Road,892.0,2.0,1.0,39.0,2
Super built-up  Area,Bannerghatta Road,1260.0,2.0,2.0,70.0,2
Built-up  Area,Bannerghatta Road,1157.0,2.0,0.0,40.0,2
Built-up  Area,Bannerghatta Road,1150.0,2.0,2.0,65.0,2
Super built-up  Area,Bannerghatta Road,1100.0,2.0,0.0,39.0,2
Super built-up  Area,Bannerghatta Road,1725.0,3.0,2.0,110.0,3
Plot  Area,Bannerghatta Road,1850.0,6.0,3.0,150.0,6
Built-up  Area,Bannerghatta Road,950.0,2.0,0.0,38.0,2
Built-up  Area,Bannerghatta Road,1220.0,2.0,1.0,80.0,2
Super built-up  Area,Bannerghatta Road,1130.0,2.0,2.0,78.0,2
Super built-up  Area,Bannerghatta Road,1486.0,3.0,1.0,83.22,3
Built-up  Area,Bannerghatta Road,1015.0,2.0,0.0,48.0,2
Super built-up  Area,Bannerghatta Road,1115.0,2.0,1.0,61.0,2
Super built-up  Area,Bannerghatta Road,1136.0,2.0,1.0,48.0,2
Super built-up  Area,Bannerghatta Road,2700.0,4.0,3.0,260.0,4
Super built-up  Area,Bannerghatta Road,1200.0,2.0,2.0,69.0,3
Super built-up  Area,Bannerghatta Road,1465.0,2.0,1.0,76.0,3
Super built-up  Area,Bannerghatta Road,1302.5,2.0,0.0,67.73,2
Super built-up  Area,Bannerghatta Road,1200.0,2.0,2.0,65.0,2
